Title,Authors,Publication Title,Year,Abstract,DOI,Link,Keywords,Citation Count,read,repeated,ACM,SCOPUS,SPRINGER,WOS
Generalizability Analysis of Graph-based Trajectory Predictor with Vectorized Representation,J. Lu; W. Zhan; M. Tomizuka; Y. Hu,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),2022,"Trajectory prediction is one of the essential tasks for autonomous vehicles. Recent progress in machine learning gave birth to a series of advanced trajectory prediction algorithms. Lately, the effectiveness of using graph neural networks (GNNs) with vectorized representations for trajec-tory prediction has been demonstrated by many researchers. Nonetheless, these algorithms either pay little attention to models' generalizability across various scenarios or simply assume training and test data follow similar statistics. In fact, when test scenarios are unseen or Out-of-Distribution (OOD), the resulting train-test domain shift usually leads to significant degradation in prediction performance, which will impact downstream modules and eventually lead to severe accidents. Therefore, it is of great importance to thoroughly investigation of the prediction models in terms of their generalizability, which can not only help identify their weaknesses but also provide insights on how to improve these models. This paper proposes a generalizability analysis framework using feature attribution methods to help interpret black-box models. For the case study, we provide an in-depth generalizability analysis of one of the state-of-the-art graph-based trajectory predictors that utilize vectorized representation. Results show significant performance degradation due to domain shift, and feature attribution provides insights to identify potential causes of these problems. Finally, we conclude the common prediction challenges and how weighting biases induced by the training process can deteriorate the accuracy.",10.1109/IROS47612.2022.9981096,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981096,,5.0,,removed,no,no,no,yes
GenerChange: Uncertainty-Aware Domain Generalization Network for Cross-Domain Remote Sensing Change Detection,L. Fang; R. Wang; X. Yi; S. Xia; S. Wang; Y. Feng,IEEE Transactions on Geoscience and Remote Sensing,2025,"Remote sensing change detection (RSCD) aims to identify changes in ground objects at the same geographic location across dual-temporal images. Despite deep learning’s success in this field, most existing methods fail to generalize from a source domain (seen) to a target domain (unseen) without retraining. Cross-domain RSCD can learn a transferable change detection model in the source domain, enabling target-domain change detection without retraining. However, existing methods ignore the stylistic variations between dual-temporal images and the lack of prior knowledge about the target domain, which together lead to increased model aleatoric and epistemic uncertainty. To address the above issues, we propose an uncertainty-aware domain generalization network (GenerChange) for cross-domain RSCD. It employs a dual-covariance style-debias mechanism and an evidence-aware uncertainty estimation module to reduce model uncertainty. First, the dual-covariance style-debias mechanism can effectively disentangle content features from style variations, reducing aleatoric uncertainty by aligning the covariance between the enhanced and original images. Furthermore, the evidence-aware uncertainty estimation module models the Dirichlet distribution of pixel change probabilities. This helps the model focus on domain-invariant information during training, which can be generalized to the target domain, enabling the model to reduce the epistemic uncertainty. Extensive experimental results demonstrate that the proposed method outperforms existing domain generalization (DG) methods for RSCD.",10.1109/TGRS.2025.3616443,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11187369,Domain generalization (DG);remote sensing change detection (RSCD);uncertainty estimation,,yes,moved,no,no,no,no
Generalization Error Bounds for Graph Neural Networks in Unseen Domains,P. Wang; L. Bai; X. Yang; X. Wang; J. Liang,IEEE Transactions on Artificial Intelligence,2025,"The shift in data distribution between training and testing presents challenges for graph neural networks (GNNs), especially in out-of-distribution (OOD) scenarios. Most analyses focus on graph domain adaptation, where the target domain is known during training. However, real-world applications often require GNNs to generalize to unseen domains, a problem that lacks sufficient theoretical analysis, particularly regarding interpretable error bounds. In this work, we bridge this gap by using the linear combination of source domains as a reference object for unseen domains. We derive generalization error bounds for GNNs based on the mixture distribution of the source domains, emphasizing the importance of domain diversity and domain-invariant feature learning for strong generalization. Furthermore, we explore a special case where the mixed distribution degenerates to the distribution of the source domains, introducing the maximum Wasserstein distance as a measure of the difference between the source domain and the unseen domains, and derive tighter error bounds. Our analysis highlights the importance of balancing domain diversity and invariance, demonstrating how these factors affect the generalization performance of GNNs in unseen domains.",10.1109/TAI.2025.3556978,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10947331,Distribution shift;domain generalization;generalization error bounds;graph neural networks (GNNs);learning theory,,,removed,no,no,no,no
Unified Out-Of-Distribution Detection: A Model-Specific Perspective,R. Averly; W. -L. Chao,2023 IEEE/CVF International Conference on Computer Vision (ICCV),2023,"Out-of-distribution (OOD) detection aims to identify test examples that do not belong to the training distribution and are thus unlikely to be predicted reliably. Despite a plethora of existing works, most of them focused only on the scenario where OOD examples come from semantic shift (e.g., unseen categories), ignoring other possible causes (e.g., covariate shift). In this paper, we present a novel, unifying framework to study OOD detection in a broader scope. Instead of detecting OOD examples from a particular cause, we propose to detect examples that a deployed machine learning model (e.g., an image classifier) is unable to predict correctly. That is, whether a test example should be detected and rejected or not is ""model-specific"". We show that this framework unifies the detection of OOD examples caused by semantic shift and covariate shift, and closely addresses the concern of applying a machine learning model to uncontrolled environments. We provide an extensive analysis that involves a variety of models (e.g., different architectures and training strategies), sources of OOD examples, and OOD detection approaches, and reveal several insights into improving and understanding OOD detection in uncontrolled environments.",10.1109/ICCV51070.2023.00140,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10376502,,9.0,yes,yes,no,yes,no, yes
Generalized Zero-Shot Learning for Action Recognition Fusing Text and Image GANs,K. Huang; S. Mckeever; L. Miralles-Pechuán,IEEE Access,2024,"Generalized Zero-Shot Action Recognition (GZSAR) is geared towards recognizing classes that the model has not been trained on, while still maintaining robust performance on the familiar, trained classes. This approach mitigates the need for an extensive amount of labeled training data and enhances the efficient utilization of available datasets. The main contribution of this paper is a novel approach for GZSAR that combines the power of two Generative Adversarial Networks (GANs). One GAN is responsible for generating embeddings from visual representations, while the other GAN focuses on generating embeddings from textual representations. These generated embeddings are fused, with the selection of the maximum value from each array that represents the embeddings, and this fused data is then utilized to train a GZSAR classifier in a supervised manner. This framework also incorporates a feature refinement component and an out-of-distribution detector to mitigate the domain shift problem between seen and unseen classes. In our experiments, notable improvements were observed. On the UCF101 benchmark dataset, we achieved a 7.43% increase in performance, rising from 50.93% (utilizing images and Word2Vec alone) to 54.71% with the implementation of two GANs. Additionally, on the HMDB51 dataset, we saw a 7.06% improvement, advancing from 36.11% using Text and Word2Vec to 38.66% with the dual-GAN approach. These results underscore the efficacy of our dual-GAN framework in enhancing GZSAR performance. The rest of the paper shows the main contributions to the field of GZSAR and highlights the potential and future lines of research in this exciting area.",10.1109/ACCESS.2024.3349510,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10379806,Generalized zero-shot action recognition;generalised zero-shot learning;generative adversarial networks;human action recognition,6.0,,removed,no,no,no,yes
Generalizing Graph Neural Networks on Out-of-Distribution Graphs,S. Fan; X. Wang; C. Shi; P. Cui; B. Wang,IEEE Transactions on Pattern Analysis and Machine Intelligence,2024,"Graph Neural Networks (GNNs) are proposed without considering the agnostic distribution shifts between training graphs and testing graphs, inducing the degeneration of the generalization ability of GNNs in Out-Of-Distribution (OOD) settings. The fundamental reason for such degeneration is that most GNNs are developed based on the I.I.D hypothesis. In such a setting, GNNs tend to exploit subtle statistical correlations existing in the training set for predictions, even though it is a spurious correlation. This learning mechanism inherits from the common characteristics of machine learning approaches. However, such spurious correlations may change in the wild testing environments, leading to the failure of GNNs. Therefore, eliminating the impact of spurious correlations is crucial for stable GNN models. To this end, in this paper, we argue that the spurious correlation exists among subgraph-level units and analyze the degeneration of GNN in causal view. Based on the causal view analysis, we propose a general causal representation framework for stable GNN, called StableGNN. The main idea of this framework is to extract high-level representations from raw graph data first and resort to the distinguishing ability of causal inference to help the model get rid of spurious correlations. Particularly, to extract meaningful high-level representations, we exploit a differentiable graph pooling layer to extract subgraph-based representations by an end-to-end manner. Furthermore, inspired by the confounder balancing techniques from causal inference, based on the learned high-level representations, we propose a causal variable distinguishing regularizer to correct the biased training distribution by learning a set of sample weights. Hence, GNNs would concentrate more on the true connection between discriminative substructures and labels. Extensive experiments are conducted on both synthetic datasets with various distribution shift degrees and eight real-world OOD graph datasets. The results well verify that the proposed model StableGNN not only outperforms the state-of-the-arts but also provides a flexible framework to enhance existing GNNs. In addition, the interpretability experiments validate that StableGNN could leverage causal structures for predictions.",10.1109/TPAMI.2023.3321097,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10268633,Causal representation learning;graph neural networks (GNNs);out-of-distribution generalization (OOD);stable learning,46.0,,removed,no,no,no,yes
Gradient-Based Fine-Tuning Strategy for Improved Transfer Learning on Surgical Images,A. Davila; J. Colan; Y. Hasegawa,2023 International Symposium on Micro-NanoMehatronics and Human Science (MHS),2023,"Transfer learning is a widely used technique to leverage pre-trained models on new tasks, but it often suffers from out-of-distribution shifts when the source and target domains are different. This is especially common in surgical images, where the appearance and context of the images vary significantly across different procedures and instruments. To address this problem, we propose a novel gradient-based fine-tuning strategy that selectively freezes layers of a pre-trained model based on their weight gradients. Our method aims to preserve the generalizable features learned from the source domain while adapting the model to the target domain. We evaluate our method on two tasks: surgical instrument recognition and gesture recognition. We compare our method with several existing fine-tuning strategies, including full fine-tuning, linear probing, and gradual unfreezing variations. Our experimental results show that our method achieves the best performance on both tasks. Our approach enables more efficient and robust transfer learning for surgical image segmentation, which is essential for various applications in computer-assisted surgery.",10.1109/MHS59931.2023.10510130,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10510130,,2.0,yes,moved,no,no,no,no
Generating Virtual Reality Stroke Gesture Data from Out-of-Distribution Desktop Stroke Gesture Data,L. -P. Yuan; B. Li; J. Wang; H. Qu; W. Zeng,2024 IEEE Conference Virtual Reality and 3D User Interfaces (VR),2024,"This paper exploits ubiquitous desktop interaction data as an input source for generating virtual reality (VR) interaction data, which can benefit tasks like user behavior analysis and experience enhancement. Time-varying stroke gestures are selected as the primary focus because of their prevalence across various applications and their diverse patterns. The commonalities (e.g., features like velocity and curvature) between desktop and VR strokes allow the generation of additional dimensions (e.g., z vectors) in VR strokes. However, distribution shifts exist between different interaction environments (i.e., desktop vs. VR), and within the same interaction environment for different strokes by various users, making it challenging to build models capable of generalizing to unseen distributions. To address the challenges, we formulate the problem of generating VR strokes from desktop strokes as a conditional time series generation problem, aiming to learn representations that are capable of handling out-of-distribution data. We propose a novel architecture based on conditional generative adversarial networks, with the generator encompassing three steps: discretizing the output space, characterizing latent distributions, and learning conditional domain-invariant representations. We evaluate the effectiveness of our methods by comparing them with state-of-the-art time series generation models and conducting ablation studies. We further illustrate the applicability of the enriched VR datasets through two applications: VR stroke classification and stroke prediction.",10.1109/VR58804.2024.00093,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10494175,Human-centered computing;Virtual reality,3.0,,removed,no,no,no,yes
Handling Out-of-Distribution Data: A Survey,L. Tamang; M. R. Bouadjenek; R. Dazeley; S. Aryal,IEEE Transactions on Knowledge and Data Engineering,2025,"In the field of Machine Learning (ML) and data-driven applications, one of the significant challenge is the change in data distribution between the training and deployment stages, commonly known as distribution shift. This paper outlines different mechanisms for handling two main types of distribution shifts: (i) Covariate shift: where the value of features or covariates change between train and test data, and (ii) Concept/Semantic-shift: where model experiences shift in the concept learned during training due to emergence of novel classes in the test phase. We sum up our contributions in three folds. First, we formalize distribution shifts, recite on how the conventional method fails to handle them adequately and urge for a model that can simultaneously perform better in all types of distribution shifts. Second, we discuss why handling distribution shifts is important and provide an extensive review of the methods and techniques that have been developed to detect, measure, and mitigate the effects of these shifts. Third, we discuss the current state of distribution shift handling mechanisms and propose future research directions in this area. Overall, we provide a retrospective synopsis of the literature in the distribution shift, focusing on OOD data that had been overlooked in the existing surveys.",10.1109/TKDE.2025.3592614,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11098614,Concept shift;covariate shift;data distribution shift;out-of-distribution,,yes,moved,no,yes,no,yes
GI-Graph: A Generative Invariant Graph Learning Scheme Towards Out-of-Distribution Generalization,S. Zhang; X. Liu; Z. Qi; X. Yan; W. Yang,IEEE Transactions on Knowledge and Data Engineering,2025,"When distribution shifts occur between testing and training graph data, out-of-distribution (OOD) samples undermine the performance of graph neural networks (GNNs). To improve adaptive OOD generalization of GNNs, this paper introduces a novel generative invariant graph learning framework, named GI-Graph. It consists of four modules: subgraph extractor, generative environment subgraph augmentation, generative invariant subgraph learning, and query feedback module. The subgraph extractor decomposes a graph sample into an environment subgraph and an invariant subgraph and improves extraction accuracy through query feedback. GI-Graph uses a diffusion model to generate diverse environment subgraphs, augmenting the OOD data. By combining diffusion models, contrastive learning, and attribute prediction networks, GI-Graph also generates augmented invariant subgraphs with significant identically distributed features and consistency of labels. Experimental results demonstrate that the controllable environment subgraph and invariant subgraph augmentation effectively improve the OOD generalization capability of GI-Graph, especially in capturing invariant features and maintaining category consistency across environments. Additionally, the contrastive learning-based fine-tuning method enables GI-Graph to quickly adapt to evolving environments. This paper verifies the effectiveness of the generative invariant graph learning scheme in graph OOD generalization.",10.1109/TKDE.2025.3592640,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11095980,Generative graph invariant learning;out-of-distribution generalization;graph diffusion model;graph neural networks (GNNs),1.0,,removed,no,no,no,yes
Hardmix: A Regularization Method to Mitigate the Large Shift in Few-Shot Domain Adaptation,Z. Liang; Y. Gu; J. Yang,2021 IEEE International Conference on Image Processing (ICIP),2021,"Few-Shot Domain Adaptation aims to transfer knowledge learned from a known domain to a closely related novel domain with only a few training data available for each class. The limited number of target training data makes it challenging to bridge the domain gap and can easily lead to overfitting. In this paper, we proposed HardMix as a regularization technique which interpolates the data in feature space and assigns augmented features with ‘hard’ labels to eliminate the domain discrepancy. In order to generate a better decision boundary and a more compact intra-class distribution, an adaptive triplet loss is proposed to constrain the ‘hard’ samples near the decision boundary. We demonstrated its effectiveness by comparing our results with the state-of-the-art methods on several benchmark datasets.",10.1109/ICIP42928.2021.9506716,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9506716,Domain Adaptation;Few-shot Learning;Mix-Up,2.0,yes,moved,no,no,no,no
Hierarchical Style-Aware Domain Generalization for Remote Physiological Measurement,J. Wang; H. Lu; A. Wang; Y. Chen; D. He,IEEE Journal of Biomedical and Health Informatics,2024,"The utilization of remote photoplethysmography (rPPG) technology has gained attention in recent years due to its ability to extract blood volume pulse (BVP) from facial videos, making it accessible for various applications such as health monitoring and emotional analysis. However, the BVP signal is susceptible to complex environmental changes or individual differences, causing existing methods to struggle in generalizing for unseen domains. This article addresses the domain shift problem in rPPG measurement and shows that most domain generalization methods fail to work well in this problem due to ambiguous instance-specific differences. To address this, the article proposes a novel approach called Hierarchical Style-aware Representation Disentangling (HSRD). HSRD improves generalization capacity by separating domain-invariant and instance-specific feature space during training, which increases the robustness of out-of-distribution samples during inference. This work presents state-of-the-art performance against several methods in both cross and intra-dataset settings.",10.1109/JBHI.2023.3346057,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10371379,Adversarial learning;contrastive learning;domain generalization;heart rate estimation;remote photoplethysmography (rPPG),7.0,yes,moved,no,no,no,yes
Gradient Reactivation Enhanced Causal Attention for Out-Of-Distribution Generalizable Graph Classification,X. Wang; P. Gu; Y. Zhang; B. Wang; P. Wang; Y. Wang,"ICASSP 2024 - 2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2024,"Seeking for generalizable graph representations becomes hot spot in the area of graph learning. Recently, causality theory has been applied for extracting the causal relations between graph data and labels, which are generalizable under distribution shift and result in better OOD generalization. In this paper, for more accurately capturing causal representation of graph data, we propose a gradient reactivation enhanced causal subgraph extraction method. The proposed model utilizes attention mechanism to extract the causal features and attenuates the confounding effect of shortcut features. For ensuring stability of extracted causal features, we propose a novel gradient reactivation method to filter features with greater effect on making prediction. Extensively experimental result proves the effectiveness of the proposed model.",10.1109/ICASSP48485.2024.10446036,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10446036,Graph classification;out of distribution;causal models;graph neural networks;gradient reactivation,2.0,,removed,no,no,no,no
Hierarchical Visual Categories Modeling: A Joint Representation Learning and Density Estimation Framework for Out-of-Distribution Detection,J. Li; X. Zhou; P. Guo; Y. Sun; Y. Huang; W. Ge; W. Zhang,2023 IEEE/CVF International Conference on Computer Vision (ICCV),2023,"Detecting out-of-distribution inputs for visual recognition models has become critical in safe deep learning. This paper proposes a novel hierarchical visual category modeling scheme to separate out-of-distribution data from in-distribution data through joint representation learning and statistical modeling. We learn a mixture of Gaussian models for each in-distribution category. There are many Gaussian mixture models to model different visual categories. With these Gaussian models, we design an in-distribution score function by aggregating multiple Mahalanobis-based metrics. We don’t use any auxiliary outlier data as training samples, which may hurt the generalization ability of out-of-distribution detection algorithms. We split the ImageNet-1k dataset into ten folds randomly. We use one fold as the in-distribution dataset and the others as out-of-distribution datasets to evaluate the proposed method. We also conduct experiments on seven popular benchmarks, including CIFAR, iNaturalist, SUN, Places, Textures, ImageNet-O, and OpenImage-O. Extensive experiments indicate that the proposed method outperforms state-of-the-art algorithms clearly. Meanwhile, we find that our visual representation has a competitive performance when compared with features learned by classical methods. These results demonstrate that the proposed method hasn’t weakened the discriminative ability of visual recognition models and keeps high efficiency in detecting out-of-distribution samples.",10.1109/ICCV51070.2023.02141,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10377487,,3.0,yes,moved,no,no,no,yes
Graph Open-Set Recognition via Entropy Message Passing,L. Yang; B. Lu; X. Gan,2023 IEEE International Conference on Data Mining (ICDM),2023,"Graph Neural Networks (GNNs) have achieved great success in semi-supervised node classification. These methods usually assume the closed-set setting and classify unlabeled nodes to known classes. However, in reality, there exits some unknown classes due to biased-sampling, distribution shifts, anomaly, etc. Therefore, it is important to identify unknown classes while classifying known classes, which is defined as Graph Open-Set Recognition (GOSR). To alleviate this problem, we propose Entropy Message Passing (EMP) for GOSR, which takes into account the graph structure information when identifying unknown classes and automatically determines the discrimination threshold. To be specific, we calculate the likelihood of a node belonging to unknown class through entropy propagation. Then, we transform the threshold selection into entropy clustering to identify the unknown class nodes. Finally, we classify the remaining nodes. Experimental evaluations on six benchmark graph datasets demonstrate that our method outperforms state-of-the-art baseline methods in unknown class detection and graph open-set recognition tasks. Especially in unknown class detection, our method has achieved a significant reduction in FPR@95 ranging from 12.62% to 55.88%.",10.1109/ICDM58522.2023.00193,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10415791,Graph Neural Networks;Open-Set Recognition;OOD Detection;Node Classification,1.0,,removed,no,no,no,no
Graph Out-of-Distribution Generalization With Controllable Data Augmentation,B. Lu; Z. Zhao; X. Gan; S. Liang; L. Fu; X. Wang; C. Zhou,IEEE Transactions on Knowledge and Data Engineering,2024,"Graph Neural Network (GNN) has demonstrated extraordinary performance in classifying graph properties. However, due to the selection bias of training and testing data (e.g., training on small graphs and testing on large graphs, or training on dense graphs and testing on sparse graphs), distribution deviation is widespread. More importantly, we often observe hybrid structure distribution shift of both scale and density, despite of one-sided biased data partition. The spurious correlations over hybrid distribution deviation degrade the performance of previous GNN methods and show large instability among different datasets. To alleviate this problem, we propose OOD-GMixup to jointly manipulate the training distribution with controllable data augmentation in metric space. Specifically, we first extract the graph rationales to eliminate the spurious correlations due to irrelevant information. Second, we generate virtual samples with perturbation on graph rationale representation domain to obtain potential OOD training samples. Finally, we propose OOD calibration to measure the distribution deviation of virtual samples by leveraging Extreme Value Theory, and further actively control the training distribution by emphasizing the impact of virtual OOD samples. Extensive studies on several real-world datasets on graph classification demonstrate the superiority of our proposed method over state-of-the-art baselines.",10.1109/TKDE.2024.3393109,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10517351,Out-of-distribution generalization;graph neural network;domain generalization;data augmentation,5.0,,removed,no,no,no,no
Graph-based Meta-Learning and Feature Disentanglement for Domain Generalization Crowd Counting,Y. Qu; Z. Shen; Y. Chen; P. Zhong,2025 IEEE International Conference on Multimedia and Expo (ICME),2025,"Existing counting models suffer significant performance degradation when tested on data from unknown scenarios (out-of-distribution data), due to the domain shift problem. In practical applications, it is crucial that the model exhibits robust generalization capability without relying on the target domain. This study proposes a novel domain generalization network, GFCount, which involves an innovative meta-learning strategy that leverages graphs to capture the inter-image relevance, thereby facilitating the partitioning of data into pseudo-source and pseudo-target domains. Furthermore, to strengthen the distinction between domain-relevant and domain-invariant features, we devise a feature disentanglement method that integrates style normalization with memory spaces. Finally, we formulate a tailored counting loss function specifically designed for domain generalization, aiming to disentangle features and enhance the quality of the generated density maps. Compared with the advanced approaches, GFCount achieves state-of-the-art results on three public benchmarks, with counting errors on SHB→SHA significantly decreasing by 14.2%.",10.1109/ICME59968.2025.11209513,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11209513,Graph-based meta-learning;domain-invariant;domain generalization;crowd counting,,,removed,no,no,no,no
How Does Distribution Matching Help Domain Generalization: An Information-Theoretic Analysis,Y. Dong; T. Gong; H. Chen; S. Song; W. Zhang; C. Li,IEEE Transactions on Information Theory,2025,"Domain generalization aims to learn invariance across multiple source domains, thereby enhancing generalization against out-of-distribution data. While gradient or representation matching algorithms have achieved remarkable success in domain generalization, these methods generally lack generalization guarantees or depend on strong assumptions, leaving a gap in understanding the underlying mechanism of distribution matching. In this work, we formulate domain generalization from a novel probabilistic perspective, ensuring robustness while avoiding overly conservative solutions. Through comprehensive information-theoretic analysis, we provide key insights into the roles of gradient and representation matching in promoting generalization. Our results reveal the complementary relationship between these two components, indicating that existing works focusing solely on either gradient or representation alignment are insufficient to solve the domain generalization problem. In light of these theoretical findings, we introduce IDM to simultaneously align the inter-domain gradients and representations. Integrated with the proposed PDM method for complex distribution matching, IDM achieves superior performance over various baseline methods.",10.1109/TIT.2025.3531136,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10844895,Information theory;domain generalization;generalization analysis;distribution matching,2.0,yes,moved,no,no,no,no
How Image Corruption and Perturbation Affect Out-of-Distribution Generalization and Calibration,K. Tada; H. Naganuma,2023 International Joint Conference on Neural Networks (IJCNN),2023,"In scenarios such as people-flow analysis and autonomous driving using camera footage, the performance of deep neural networks can be impacted by environmental changes such as the degradation of the camera lenses over time and changes in weather conditions. Understanding the impact of environmental changes on model performance is critical to the safe use of the model but has not been systematically investigated. In this study, we cast environmental changes as distribution shifts in the data and tackle the out-of-distribution generalization problem. In particular, we investigate the impact of performance degradation and uncertainty estimation under more than 30 distribution shifts considered in real-world applications. Our experimental results show that there is a correlation between classification accuracy and uncertainty in out-of-distribution environments. Furthermore, it is suggested that uncertainty calibration is not necessarily effective in environments where severe corruption occurs. We believe these findings will contribute to the safe use of the model in the real world.",10.1109/IJCNN54540.2023.10191806,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10191806,out-of-distribution generalization;uncertainty;calibration,,yes,moved,no,no,no,yes
Hierarchical Planning Through Goal-Conditioned Offline Reinforcement Learning,J. Li; C. Tang; M. Tomizuka; W. Zhan,IEEE Robotics and Automation Letters,2022,"Offline Reinforcement learning (RL) has shown potent in many safe-critical tasks in robotics where exploration is risky and expensive. However, it still struggles to acquire skills in temporally extended tasks. In this paper, we study the problem of offline RL for temporally extended tasks. We propose a hierarchical planning framework, consisting of a low-level goal-conditioned RL policy and a high-level goal planner. The low-level policy is trained via offline RL. We improve the offline training to deal with out-of-distribution goals by a perturbed goal sampling process. The high-level planner selects intermediate sub-goals by taking advantages of model-based planning methods. It plans over future sub-goal sequences based on the learned value function of the low-level policy. We adopt a Conditional Variational Autoencoder to sample meaningful high-dimensional sub-goal candidates and to solve the high-level long-term strategy optimization problem. We evaluate our proposed method in long-horizon driving and robot navigation tasks. Experiments show that our method outperforms baselines with different hierarchical designs and other regular planners without hierarchy in these complex tasks.",10.1109/LRA.2022.3190100,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9826807,Integrated planning and learning;reinforcement learning;autonomous agents,30.0,,removed,no,no,no,no
Adapt Your Teacher: Improving Knowledge Distillation for Exemplar-free Continual Learning,F. Szatkowski; M. Pyla; M. Przewięźlikowski; S. Cygert; B. Twardowski; T. Trzciński,2023 IEEE/CVF International Conference on Computer Vision Workshops (ICCVW),2023,"In this work, we investigate exemplar-free class incremental learning (CIL) with knowledge distillation (KD) as a regularization strategy, aiming to prevent forgetting. KD-based methods are successfully used in CIL, but they often struggle to regularize the model without access to exemplars of the training data from previous tasks. Our analysis reveals that this issue originates from substantial representation shifts in the teacher network when dealing with out-of-distribution data. This causes large errors in the KD loss component, leading to performance degradation in CIL. Inspired by recent test-time adaptation methods, we introduce Teacher Adaptation (TA), a method that concurrently updates the teacher and the main model during incremental training. Our method seamlessly integrates with KD-based CIL approaches and allows for consistent enhancement of their performance across multiple exemplar-free CIL benchmarks.",10.1109/ICCVW60793.2023.00377,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350907,exemplar free continual learning;knowledge distillation;class incremental learning,3.0,no,yes,no,no,no,yes
Hyperdimensional Feature Fusion for Out-of-Distribution Detection,S. Wilson; T. Fischer; N. Sünderhauf; F. Dayoub,2023 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),2023,"We introduce powerful ideas from Hyperdimensional Computing into the challenging field of Out-of-Distribution (OOD) detection. In contrast to most existing works that perform OOD detection based on only a single layer of a neural network, we use similarity-preserving semi-orthogonal projection matrices to project the feature maps from multiple layers into a common vector space. By repeatedly applying the bundling operation ⊕, we create expressive class-specific descriptor vectors for all in-distribution classes. At test time, a simple and efficient cosine similarity calculation between descriptor vectors consistently identifies OOD samples with competitive performance to the current state-of-the-art whilst being significantly faster. We show that our method is orthogonal to recent state-of-the-art OOD detectors and can be combined with them to further improve upon the performance.",10.1109/WACV56688.2023.00267,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10030789,Algorithms: Image recognition and understanding (object detection;categorization;segmentation),13.0,yes,moved,no,no,no,no
Bayesian Deep Learning Detection of Anomalies and Failure: Application To Medical Images,G. Carannante; N. C. Bouaynaya,2023 IEEE 33rd International Workshop on Machine Learning for Signal Processing (MLSP),2023,"Deep learning models trained solely on in-distribution data may not generalize well to anomalous data and may exhibit high confidence in incorrect predictions, leading to significant consequences in safety-critical applications such as medical diagnosis or autonomous driving. It is important for these models to be able to handle anomalous or Out-of-Distribution (OOD) data which are prevalent in many real-world scenarios. In this work, we leverage the predictive variance, i.e., second-order moment of the predictive distribution, of Bayesian models to identify anomalous data points. We test our anomaly and misclassification mechanism on medical image datasets and compare the detection performance of several Bayesian frameworks under various distributional shifts, i.e., noisy conditions, adversarial attacks and OOD data.",10.1109/MLSP55844.2023.10285922,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10285922,Anomaly Detection;Bayesian Deep Learning;Failure Detetction;Predictive Variance,,yes,no,no,no,no,no
How Generalizable is My Behavior Cloning Policy? A Statistical Approach to Trustworthy Performance Evaluation,J. A. Vincent; H. Nishimura; M. Itkina; P. Shah; M. Schwager; T. Kollar,IEEE Robotics and Automation Letters,2024,"With the rise of stochastic generative models in robot policy learning, end-to-end visuomotor policies are increasingly successful at solving complex tasks by learning from human demonstrations. Nevertheless, since real-world evaluation costs afford users only a small number of policy rollouts, it remains a challenge to accurately gauge the performance of such policies. This is exacerbated by distribution shifts causing unpredictable changes in performance during deployment. To rigorously evaluate behavior cloning policies, we present a framework that provides a tight lower-bound on robot performance in an arbitrary environment, using a minimal number of experimental policy rollouts. Notably, by applying the standard stochastic ordering to robot performance distributions, we provide a worst-case bound on the entire distribution of performance (via bounds on the cumulative distribution function) for a given task. We build upon established results to ensure that the bounds hold with a user-specified confidence level and tightness, and are constructed from as few policy rollouts as possible. In experiments we evaluate policies for visuomotor manipulation in both simulation and hardware. Specifically, we i) empirically validate the guarantees of the bounds in simulated manipulation settings, ii) find the degree to which a learned policy deployed on hardware generalizes to new real-world environments, and iii) rigorously compare two policies tested out-of-distribution. Our data, code, and implementation of confidence bounds are open-source.",10.1109/LRA.2024.3445635,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10638686,Performance evaluation and benchmarking;probability and statistical methods;learning from demonstration;AI-enabled robotics,1.0,,removed,no,no,no,yes
