Authors,Title,Year,Publication Title,Citation Count,DOI,Link,Abstract,Keywords,Type,read,repeated,ACM,IEEE,SPRINGER,WOS
"Nie, Z.; Gao, Y.; Zhu, Z.; Chen, Y.; Ma, H.",Structural damage detection with domain generalization based on deep transfer learning,2025,Engineering Structures,0,10.1016/j.engstruct.2025.121065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012117993&doi=10.1016%2Fj.engstruct.2025.121065&partnerID=40&md5=49d632872c7adb7bd28fd705289f6330,"The distribution of structural responses between a real structure and its finite element (FE) model may differ substantially, which is known as the distribution bias. Obtaining well-labeled training data of in-service real structures, especially undamaged baseline data, is usually quite challenging. This situation may lead to a performance degradation of model-based domain adaptation methods for structural damage detections, which are defined as the out-of-distribution (OOD) generalization problem in this paper. A state-of-the-art style transfer model is proposed to solve the redundancy problem of style information in existing algorithms by introducing batch-instance normalization method into the phase-consistent normalization algorithm. Through numerical simulations and real structure ablation experimental validations, the OOD performance of the style transfer domain generalization deep neural network in this paper is verified, and damage localization accuracies reach 96.9 % on the unseen target domain dataset. © 2025 Elsevier B.V., All rights reserved.",Bridge engineering; Deep transfer learning; Out-of-distribution generalization; Structural damage detection; Style transfer domain generalization,Article,,removed,no,no,no,no
"Yin, X.; Chen, J.; Zhou, B.",Study on Industrial Defect Augmentation Data Filtering Based on OOD Scores; 基于OOD 评分的工业缺陷增强数据筛选研究,2024,Computer Science,0,10.11896/jsjkx.230700111,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019977364&doi=10.11896%2Fjsjkx.230700111&partnerID=40&md5=41bd099f3a9427622bf2d66ac7581155,"In deep learning-based industrial defect detection, data augmentation plays a crucial role in mitigating the scarcity of defect data However, the efective selection of augmented data from a vast pool of candidates remains an unexplored area, hampering the performance enhancement of industrial detection models To address this issue,this study focuses on the research of industrial defect augmentation data filtering based on out-of-distribution(OOD) scores The proposed approach involves the generation of industrial enhancement data using the pix2pix network Subsequently, OOD scores are computed using a deep ensemble-based scoring method,which facilitates the grouping of augmented data based on their OOD scores Furthermore,the distribution of the augmented data is analyzed through dimensionality reduction and projection views Finaly,defect detection of the grouped augmented data is performed using object detection algorithms,while investigating the impact of the out-of-distribution degree on the quality of the augmented data through the accuracy gain of the object detection model Experimental results demonstrate a substantial diference in the distribution between industrial defect augmented data with higher OOD scores and the training data Incorporating this subset of augmented data for training data expansion enhances the generalization of the model and significantly improves the detection accuracy of the object detection algorithm © 2025 Elsevier B.V., All rights reserved.",Data augmentation; Data visualization; Deep learning; Defect detection; Out-of-distribution detection,Article,,removed,no,no,no,no
"Li, L.; Xiao, J.; Shi, H.; Zhang, H.; Yang, Y.; Liu, W.; Chen, L.",NICEST: Noisy Label Correction and Training for Robust Scene Graph Generation,2024,IEEE Transactions on Pattern Analysis and Machine Intelligence,17,10.1109/TPAMI.2024.3387349,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190171387&doi=10.1109%2FTPAMI.2024.3387349&partnerID=40&md5=9f4a31929237c86c6fbb763897f23214,"Nearly all existing scene graph generation (SGG) models have overlooked the ground-truth annotation qualities of mainstream SGG datasets, i.e., they assume: 1) all the manually annotated positive samples are equally correct; 2) all the un-annotated negative samples are absolutely background. In this article, we argue that neither of the assumptions applies to SGG: there are numerous 'noisy' ground-truth predicate labels that break these two assumptions and harm the training of unbiased SGG models. To this end, we propose a novel NoIsy label CorrEction and Sample Training strategy for SGG: NICEST, which rules out these noisy label issues by generating high-quality samples and designing an effective training strategy. Specifically, it consists of: 1) NICE: it detects noisy samples and then reassigns higher-quality soft predicate labels to them. To achieve this goal, NICE contains three main steps: negative Noisy Sample Detection (Neg-NSD), positive NSD (Pos-NSD), and Noisy Sample Correction (NSC). First, in Neg-NSD, it is treated as an out-of-distribution detection problem, and the pseudo labels are assigned to all detected noisy negative samples. Then, in Pos-NSD, we use a density-based clustering algorithm to detect noisy positive samples. Lastly, in NSC, we use weighted KNN to reassign more robust soft predicate labels rather than hard labels to all noisy positive samples. 2) NIST: it is a multi-teacher knowledge distillation based training strategy, which enables the model to learn unbiased fusion knowledge. A dynamic trade-off weighting strategy in NIST is designed to penalize the bias of different teachers. Due to the model-agnostic nature of both NICE and NIST, NICEST can be seamlessly incorporated into any SGG architecture to boost its performance on different predicate categories. In addition, to better assess the generalization ability of SGG models, we propose a new benchmark, VG-OOD, by reorganizing the prevalent VG dataset. This reorganization deliberately makes the predicate distributions between the training and test sets as different as possible for each subject-object category pair. This new benchmark helps disentangle the influence of subject-object category biases. Extensive ablations and results on different backbones and tasks have attested to the effectiveness and generalization ability of each component of NICEST. © 2024 Elsevier B.V., All rights reserved.",Multi-Teacher knowledge distillation; noisy label learning; out-of-distribution; scene graph generation,Article,,removed,no,yes,no,yes
"Farid, A.; Veer, S.; Majumdar, A.",Task-Driven Out-of-Distribution Detection with Statistical Guarantees for Robot Learning,2021,Proceedings of Machine Learning Research,14,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171787600&partnerID=40&md5=7d8d8d4177b49bf90110b2fd6224e551,"Our goal is to perform out-of-distribution (OOD) detection, i.e., to detect when a robot is operating in environments that are drawn from a different distribution than the environments used to train the robot. We leverage Probably Approximately Correct (PAC)-Bayes theory in order to train a policy with a guaranteed bound on performance on the training distribution. Our key idea for OOD detection then relies on the following intuition: violation of the performance bound on test environments provides evidence that the robot is operating OOD. We formalize this via statistical techniques based on p-values and concentration inequalities. The resulting approach (i) provides guaranteed confidence bounds on OOD detection, and (ii) is task-driven and sensitive only to changes that impact the robot’s performance. We demonstrate our approach on a simulated example of grasping objects with unfamiliar poses or shapes. We also present both simulation and hardware experiments for a drone performing vision-based obstacle avoidance in unfamiliar environments (including wind disturbances and different obstacle densities). Our examples demonstrate that we can perform task-driven OOD detection within just a handful of trials. Comparisons with baselines also demonstrate the advantages of our approach in terms of providing statistical guarantees and being insensitive to task-irrelevant distribution shifts. © 2023 Elsevier B.V., All rights reserved.",generalization; Out-of-distribution detection; PAC-Bayes,Conference paper,,removed,no,no,no,yes
"Wang, K.; Helian, B.; Fischer, V.; Geimer, M.",Temporal- and Appearance-Guided Object Detection in Construction Machines Considering Out-of-Distribution Data,2025,Journal of Computing in Civil Engineering,1,10.1061/JCCEE5.CPENG-5590,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210574670&doi=10.1061%2FJCCEE5.CPENG-5590&partnerID=40&md5=40e9786d36889f762b26544b76f9d149,"The automation in the construction machine field requires a robust understanding of their surroundings and should be able to localize and classify surrounding objects robustly. State-of-the-art object detection algorithms are usually deep learning-based approaches that take red-green-blue (RGB) images as the only input. However, recent findings highlighted the limitation that these deep learning-based approaches may not perform robustly due to the bias introduced by the training set, which is also a common problem in existing construction machine data sets. As a result, the object detection performance on out-of-distribution (OOD) data is significantly worse than on the training set. This may cause severe accidents and unexpected economic losses on smart construction sites. To address this issue, this study proposes a novel object detection algorithm, called “Temporal- and Appearance-Guided Object Detection” (TAG), which optimally extracts information from temporal information (optical flow) and appearance information (RGB) to improve object detection accuracy and robustness despite OOD data. To evaluate the performance on various OOD data sets, a custom construction machine data set generation system is created that enables nonoverlapping training and testing distributions. Tests with the simulated data set and the real-world data set are performed considering the diversity of the working conditions and the challenge of the OOD data. Compared with existing typical alternative solutions, the results show strong empirical evidence that the proposed construction machine object detection algorithm significantly increases the robustness and generalization capability in dynamic cases without compromising performance in static cases. © 2024 Elsevier B.V., All rights reserved.",,Article,,removed,no,no,no,no
"Rashidisabet, H.; Chan, R.V.P.; Leiderman, Y.I.; Vajaranant, T.S.; Yi, D.",Robust Uncertainty-Informed Glaucoma Classification Under Data Shift,2025,Translational Vision Science and Technology,0,10.1167/tvst.14.6.3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007859815&doi=10.1167%2Ftvst.14.6.3&partnerID=40&md5=097931d6f3b92dc43038d0b8bd0cef7c,"Purpose: Standard deep learning (DL) models often suffer significant performance degradation on out-of-distribution (OOD) data, where test data differs from training data, a common challenge in medical imaging due to real-world variations. Methods: We propose a unified self-censorship framework as an alternative to the standard DL models for glaucoma classification using deep evidential uncertainty quantification. Our approach detects OOD samples at both the dataset and image levels. Dataset-level self-censorship enables users to accept or reject predictions for an entire new dataset based on model uncertainty, whereas image-level self-censorship refrains from making predictions on individual OOD images rather than risking incorrect classifications. We validated our approach across diverse datasets. Results: Our dataset-level self-censorship method outperforms the standard DL model in OOD detection, achieving an average 11.93% higher area under the curve (AUC) across 14 OOD datasets. Similarly, our image-level self-censorship model improves glaucoma classification accuracy by an average of 17.22% across 4 external glaucoma datasets against baselines while censoring 28.25% more data. Conclusions: Our approach addresses the challenge of generalization in standard DL models for glaucoma classification across diverse datasets by selectively withholding predictions when the model is uncertain. This method reduces misclassification errors compared to state-of-the-art baselines, particularly for OOD cases. Translational Relevance: This study introduces a tunable framework that explores the trade-off between prediction accuracy and data retention in glaucoma prediction. By managing uncertainty in model outputs, the approach lays a foundation for future decision support tools aimed at improving the reliability of automated glaucoma diagnosis. © 2025 Elsevier B.V., All rights reserved.",artificial intelligence; glaucoma classification; out-of-distribution (OOD) detection; reliable diagnosis; uncertainty quantification (UQ),Article,yes,yes,no,no,no,yes
"Shi, Y.; Xu, W.; Hu, P.",Out of distribution learning in bioinformatics: Advancements and challenges,2025,Briefings in Bioinformatics,1,10.1093/bib/bbaf294,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009423741&doi=10.1093%2Fbib%2Fbbaf294&partnerID=40&md5=f6556f6b6cf4023db23a5299bd8740c9,"In the dynamic and complex field of bioinformatics, the development of machine learning models capable of accurately predicting and interpreting genomic data underpins many critical applications, from disease diagnosis to drug discovery. Traditional machine learning models, however, often fail when facing with out-of-distribution (OOD) samples that deviate from their training data, leading to significant performance degradation. This review paper delves into the realm of OOD learning within bioinformatics, highlighting its crucial role in enhancing model generalization and reliability across varied genomic datasets. We provide a comprehensive overview of recent advancements in OOD learning applications, detection techniques, and the integration of foundation models. The discussion extends to various bioinformatics sub-disciplines, including drug discovery, single cell genomics, and polygenic risk score analysis, underscoring how OOD learning has facilitated notable breakthroughs in these areas. Through detailed examination of different model architectures and methods designed to address distribution shifts, we explore the potential of OOD learning to overcome the inherent limitations of standard machine learning models in bioinformatics. This review paper can be served as a valuable resource for bioinformatics researchers, offering a detailed exploration of OOD learning's transformative impact on understanding complex genomic data and its implications for human health. © 2025 Elsevier B.V., All rights reserved.",domain adaptation; domain generalization; foundation model; out of distribution; transfer learning; zero-shot learning,Review,yes,moved,no,no,no,yes
"Sastry, C.S.; Dumpala, S.H.; Oore, S.",DiffAug: A Diffuse-and-Denoise Augmentation for Training Robust Classifiers,2024,Advances in Neural Information Processing Systems,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000489593&partnerID=40&md5=f97f05180c0f870cfeb6d6f4ba10fd50,"We introduce DiffAug, a simple and efficient diffusion-based augmentation technique to train image classifiers for the crucial yet challenging goal of improved classifier robustness. Applying DiffAug to a given example consists of one forward-diffusion step followed by one reverse-diffusion step. Using both ResNet-50 and Vision Transformer architectures, we comprehensively evaluate classifiers trained with DiffAug and demonstrate the surprising effectiveness of single-step reverse diffusion in improving robustness to covariate shifts, certified adversarial accuracy and out of distribution detection. When we combine DiffAug with other augmentations such as AugMix and DeepAugment we demonstrate further improved robustness. Finally, building on this approach, we also improve classifier-guided diffusion wherein we observe improvements in: (i) classifier-generalization, (ii) gradient quality (i.e., improved perceptual alignment) and (iii) image generation performance. We thus introduce a computationally efficient technique for training with improved robustness that does not require any additional data, and effectively complements existing augmentation approaches. © 2025 Elsevier B.V., All rights reserved.",,Conference paper,yes,no,no,no,no,no
"Yellapragada, S.; Thopalli, K.; Narayanaswamy, V.; Sakla, W.; Liu, Y.; Mubarka, Y.; Samaras, D.; Thiagarajan, J.J.",Leveraging Registers in Vision Transformers for Robust Adaptation,2025,"Proceedings - ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing",0,10.1109/ICASSP49660.2025.10889287,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003873011&doi=10.1109%2FICASSP49660.2025.10889287&partnerID=40&md5=05771a4b8bbf0e99f3e13c4eb9c480be,"Vision Transformers (ViTs) have shown success across a variety of tasks due to their ability to capture global image representations. Recent studies have identified the existence of high-norm tokens in ViTs, which can interfere with unsupervised object discovery. To address this, the use of”registers” which are additional tokens that isolate high norm patch tokens while capturing global image-level information has been proposed. While registers have been studied extensively for object discovery, their generalization properties particularly in out-of-distribution (OOD) scenarios, remains underexplored. In this paper, we examine the utility of register token embeddings in providing additional features for improving generalization and anomaly rejection. To that end, we propose a simple method that combines the special CLS token embedding commonly employed in ViTs with the average-pooled register embeddings to create feature representations which are subsequently used for training a downstream classifier. We find that this enhances OOD generalization and anomaly rejection, while maintaining in-distribution (ID) performance. Extensive experiments across multiple ViT backbones trained with and without registers reveal consistent improvements of 2-4% in top-1 OOD accuracy and a 2-3% reduction in false positive rates for anomaly detection. Importantly, these gains are achieved without additional computational overhead. © 2025 Elsevier B.V., All rights reserved.",Anomaly Rejection; OOD Generalization; Registers; Robustness; Vision Transformer,Conference paper,yes,no,no,no,no,no
"Xie, W.; Han, T.; Pei, Z.; Xie, M.",A unified out-of-distribution detection framework for trustworthy prognostics and health management in renewable energy systems,2023,Engineering Applications of Artificial Intelligence,53,10.1016/j.engappai.2023.106707,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163867058&doi=10.1016%2Fj.engappai.2023.106707&partnerID=40&md5=f457864aa753f8e5c89ebd9e86fd5357,"With the advances in artificial intelligence, there is a growing expectation of more automatic and intelligent prognostics and health management (PHM) systems for the real-time monitoring of renewable energy systems. Although the deep learning significantly promotes the development of PHM, it generally works in a close-world assumption that the real-time monitoring data are in-distribution (ID). These methods may lack the ability to alert the system when encountering the out-of-distribution (OOD) data that are previously unseen/unknown. In this study, a unified OOD detection framework is proposed for the intelligent PHM, so as to enhance its reliability and trustworthiness. Specifically, two types of OOD data from unseen working conditions and unseen fault types are comprehensively considered in the unified framework. A class-wise outlier detection strategy is presented to detect the OOD inputs during decision-making. To suppress the unexpected distribution shift caused by variable working conditions, a novel generalization representation of learning towards unseen working conditions is developed by using supervised contrastive learning. The proposed OOD detection framework can not only flag the unreliable diagnostic output of deep learning models, but also reduce the interference of variable working conditions, showing its applicability in real application scenarios. Extensive experiments demonstrate the advantages and the significance of the proposed unified OOD detection framework to establish highly reliable and trustworthy PHM models. © 2023 Elsevier B.V., All rights reserved.",Contrastive learning; Data-driven; Out-of-distribution detection; Trustworthy prognostics and health management; Wind turbine,Article,,removed,no,no,no,yes
"Pagliardini, M.; Jaggi, M.; Fleuret, F.; Karimireddy, S.P.",AGREE TO DISAGREE: DIVERSITY THROUGH DISAGREEMENT FOR BETTER TRANSFERABILITY,2023,,18,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174796096&partnerID=40&md5=6081b4e232c6031c3e63a32c7145cf8f,"Gradient-based learning algorithms have an implicit simplicity bias which in effect can limit the diversity of predictors being sampled by the learning procedure. This behavior can hinder the transferability of trained models by (i) favoring the learning of simpler but spurious features - present in the training data but absent from the test data - and (ii) by only leveraging a small subset of predictive features. Such an effect is especially magnified when the test distribution does not exactly match the train distribution-referred to as the Out of Distribution (OOD) generalization problem. However, given only the training data, it is not always possible to apriori assess if a given feature is spurious or transferable. Instead, we advocate for learning an ensemble of models which capture a diverse set of predictive features. Towards this, we propose a new algorithm D-BAT (Diversity-By-disAgreement Training), which enforces agreement among the models on the training data, but disagreement on the OOD data. We show how D-BAT naturally emerges from the notion of generalized discrepancy, as well as demonstrate in multiple experiments how the proposed method can mitigate shortcut-learning, enhance uncertainty and OOD detection, as well as improve transferability. © 2024 Elsevier B.V., All rights reserved.",,Conference paper,yes,no,no,no,no,no
"Rezaei, M.; Näppi, J.J.; Bischl, B.; Yoshida, H.",Bayesian uncertainty estimation for detection of long-tailed and unseen conditions in medical images,2023,Journal of Medical Imaging,3,10.1117/1.JMI.10.5.054501,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176137790&doi=10.1117%2F1.JMI.10.5.054501&partnerID=40&md5=727786f1ff62427be5633298b215a08f,"Purpose: Deep supervised learning provides an effective approach for developing robust models for various computer-aided diagnosis tasks. However, there is often an underlying assumption that the frequencies of the samples between the different classes of the training dataset are either similar or balanced. In real-world medical data, the samples of positive classes often occur too infrequently to satisfy this assumption. Thus, there is an unmet need for deep-learning systems that can automatically identify and adapt to the real-world conditions of imbalanced data. Approach: We propose a deep Bayesian ensemble learning framework to address the representation learning problem of long-tailed and out-of-distribution (OOD) samples when training from medical images. By estimating the relative uncertainties of the input data, our framework can adapt to imbalanced data for learning generalizable classifiers. We trained and tested our framework on four public medical imaging datasets with various imbalance ratios and imaging modalities across three different learning tasks: semantic medical image segmentation, OOD detection, and in-domain generalization. We compared the performance of our framework with those of state-of-the-art comparator methods. Results: Our proposed framework outperformed the comparator models significantly across all performance metrics (pairwise t -test: p 0.01) in the semantic segmentation of high-resolution CT and MR images as well as in the detection of OOD samples (p 0.01), thereby showing significant improvement in handling the associated long-tailed data distribution. The results of the in-domain generalization also indicated that our framework can enhance the prediction of retinal glaucoma, contributing to clinical decision-making processes. Conclusions: Training of the proposed deep Bayesian ensemble learning framework with dynamic Monte-Carlo dropout and a combination of losses yielded the best generalization to unseen samples from imbalanced medical imaging datasets across different learning tasks. © 2023 Elsevier B.V., All rights reserved.",deep Bayesian modeling; long-tailed distribution learning; out-of-distribution learning; uncertainty estimation,Article,yes,yes,no,no,no,yes
"Yu, J.; Zhu, Y.; Fu, P.; Chen, T.; Huang, J.; Li, Q.; Zhou, P.; Wang, Z.; Wu, F.; Wang, S.; Yang, X.",Robust Polyp Detection and Diagnosis through Compositional Prompt-Guided Diffusion Models,2025,IEEE Transactions on Medical Imaging,0,10.1109/TMI.2025.3589456,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012283241&doi=10.1109%2FTMI.2025.3589456&partnerID=40&md5=06ad860113d1776a501e3ff7c301efb3,"Colorectal cancer (CRC) is a significant global health concern, and early detection through screening plays a critical role in reducing mortality. While deep learning models have shown promise in improving polyp detection, classification, and segmentation, their generalization across diverse clinical environments, particularly with out-of-distribution (OOD) data, remains a challenge. Multi-center datasets like PolypGen have been developed to address these issues, but their collection is costly and time-consuming. Traditional data augmentation techniques provide limited variability, failing to capture the complexity of medical images. Diffusion models have emerged as a promising solution for generating synthetic polyp images, but the image generation process in current models mainly relies on segmentation masks as the condition, limiting their ability to capture the full clinical context. To overcome these limitations, we propose a Progressive Spectrum Diffusion Model (PSDM) that integrates diverse clinical annotations - such as segmentation masks, bounding boxes, and colonoscopy reports - by transforming them into compositional prompts. These prompts are organized into coarse and fine components, allowing the model to capture both broad spatial structures and fine details, generating clinically accurate synthetic images. By augmenting training data with PSDM-generated samples, our model significantly improves polyp detection, classification, and segmentation. For instance, on the PolypGen dataset, PSDM increases the F1 score by 2.12% and the mean average precision by 3.09%, demonstrating superior performance in OOD scenarios and enhanced generalization. © 2025 Elsevier B.V., All rights reserved.",compositional prompts; Diffusion models; medical image generation; polyp detection and diagnosis,Article,,removed,no,no,no,no
"Rahman, M.; Ceka, I.; Mao, C.; Chakraborty, S.; Ray, B.; Le, W.",Towards Causal Deep Learning for Vulnerability Detection,2024,Proceedings - International Conference on Software Engineering,5,10.1145/3597503.3639170,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192279258&doi=10.1145%2F3597503.3639170&partnerID=40&md5=22cca33d599cf5714009e2efbe2a9afa,"Deep learning vulnerability detection has shown promising results in recent years. However, an important challenge that still blocks it from being very useful in practice is that the model is not robust under perturbation and it cannot generalize well over the out-of-distribution (OOD) data, e.g., applying a trained model to unseen projects in real world. We hypothesize that this is because the model learned non-robust features, e.g., variable names, that have spurious correlations with labels. When the perturbed and OOD datasets no longer have the same spurious features, the model prediction fails. To address the challenge, in this paper, we introduced causality into deep learning vulnerability detection. Our approach CausalVul consists of two phases. First, we designed novel perturbations to discover spurious features that the model may use to make predictions. Second, we applied the causal learning algorithms, specifically, do-calculus, on top of existing deep learning models to systematically remove the use of spurious features and thus promote causal based prediction. Our results show that CausalVul consistently improved the model accuracy, robustness and OOD performance for all the state-of-the-art models and datasets we experimented. To the best of our knowledge, this is the first work that introduces do calculus based causal learning to software engineering models and shows it's indeed useful for improving the model accuracy, robustness and generalization. Our replication package is located at https://figshare.com/s/0ffda320dcb96c24gef2. © 2025 Elsevier B.V., All rights reserved.",causality; spurious features; vulnerability detection,Conference paper,,removed,no,no,no,no
"Sinha, S.; Bharadhwaj, H.; Goyal, A.; Larochelle, H.; Garg, A.; Shkurti, F.",DIBS: Diversity Inducing Information Bottleneck in Model Ensembles,2021,,21,10.1609/aaai.v35i11.17163,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130096782&doi=10.1609%2Faaai.v35i11.17163&partnerID=40&md5=9cc58d0ffccf720641d7bc0e9b890aaa,"Although deep learning models have achieved state-of-the art performance on a number of vision tasks, generalization over high dimensional multi-modal data, and reliable predictive uncertainty estimation are still active areas of research. Bayesian approaches including Bayesian Neural Nets (BNNs) do not scale well to modern computer vision tasks, as they are difficult to train, and have poor generalization under dataset-shift. This motivates the need for effective ensembles which can generalize and give reliable uncertainty estimates. In this paper, we target the problem of generating effective ensembles of neural networks by encouraging diversity in prediction. We explicitly optimize a diversity inducing adversarial loss for learning the stochastic latent variables and thereby obtain diversity in the output predictions necessary for modeling multi-modal data. We evaluate our method on benchmark datasets: MNIST, CIFAR100, TinyImageNet and MIT Places 2, and compared to the most competitive baselines show significant improvements in classification accuracy, under a shift in the data distribution and in out-of-distribution detection.: over 10% relative improvement in classification accuracy, over 5% relative improvement in generalizing under dataset shift, and over 5% better predictive uncertainty estimation as inferred by efficient out-of-distribution (OOD) detection. © 2025 Elsevier B.V., All rights reserved.",,Conference paper,yes,yes,no,no,no,yes
"Jalayer, R.; Chen, Y.; Jalayer, M.; Orsenigo, C.; Tomizuka, M.",Testing human-hand segmentation on in-distribution and out-of-distribution data in human–robot interactions using a deep ensemble model,2025,Mechatronics,4,10.1016/j.mechatronics.2025.103365,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008497458&doi=10.1016%2Fj.mechatronics.2025.103365&partnerID=40&md5=365f6d54b256af1634ca0f805daa967d,"Reliable detection and segmentation of human hands are critical for enhancing safety and facilitating advanced interactions in human–robot collaboration. Current research predominantly evaluates hand segmentation under in-distribution (ID) data, which reflects the training data of deep learning (DL) models. However, this approach fails to address out-of-distribution (OOD) scenarios that often arise in real-world human–robot interactions. In this work, we make three key contributions: first we assess the generalization of deep learning (DL) models for hand segmentation under both ID and OOD scenarios, utilizing a newly collected industrial dataset that captures a wide range of real-world conditions including simple and cluttered backgrounds with industrial tools, varying numbers of hands (0 to 4), gloves, rare gestures, and motion blur. Our second contribution is considering both egocentric and static viewpoints. We evaluated the models trained on four datasets, i.e. EgoHands, Ego2Hands (egocentric mobile camera), HADR, and HAGS (static fixed viewpoint) by testing them with both egocentric (head-mounted) and static cameras, enabling robustness evaluation from multiple points of view. Our third contribution is introducing an uncertainty analysis pipeline based on the predictive entropy of predicted hand pixels. This procedure enables flagging unreliable segmentation outputs by applying thresholds established in the validation phase. This enables automatic identification and filtering of untrustworthy predictions, significantly improving segmentation reliability in OOD scenarios. For segmentation, we used a deep ensemble model composed of UNet and RefineNet as base learners. Our experiments demonstrate that models trained on industrial datasets (HADR, HAGS) outperform those trained on non-industrial datasets, both in segmentation accuracy and in their ability to flag unreliable outputs via uncertainty estimation. These findings underscore the necessity of domain-specific training data and show that our uncertainty analysis pipeline can provide a practical safety layer for real-world deployment. © 2025 Elsevier B.V., All rights reserved.",Ensemble models; Hand gesture; Hand segmentation; Human–robot interaction; Industry 5.0; Uncertainty in AI,Article,,removed,no,no,no,no
"Ji, Y.; Zhu, Y.; Li, Z.; Chen, J.; Kong, Y.; Chen, J.",Enhancing Out-of-Distribution Detection through Dynamic Activation Function,2025,"Proceedings - ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing",1,10.1109/ICASSP49660.2025.1089033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009599298&doi=10.1109%2FICASSP49660.2025.1089033&partnerID=40&md5=1867bafeca9770eb1f32ab09ea609563,"In the fields of machine learning and deep learning, ensuring model robustness and reliability is critical. One major challenge is the handling of Out-of-Distribution (OOD) samples, the presence of In-Distribution (ID) noise in existing OOD datasets. It can increase the risk of misclassification and uncertainty in models. Therefore, we first proposed a data purification method driven by multi-model reasoning consistency. As far as we know, this is the first method to automatically purify data in the OOD field. At the same time, we used this method to create the OOD-R (Out-of-Distribution-Rectified) dataset. OOD-R leverages noise filtering methods to improve dataset quality, providing a more reliable benchmark for evaluating OOD detection algorithms. In addition, we propose ActFun, a method designed to improve the model’s response to different inputs, enhance the stability of feature extraction, and mitigate issues associated with model overconfidence. ActFun works by reducing the influence of specific hidden units, enabling the model to better estimate uncertainty in OOD detection and improve generalization ability. Experiments show that implementing ActFun remarkably improves performance on the OOD dataset. © 2025 Elsevier B.V., All rights reserved.",OOD evaluation; Out-of-Distribution datasets; Out-of-Distribution detection,Conference paper,yes,moved,no,yes,no,no
"Fan, J.; Ou, Z.; Yu, X.; Yang, J.; Wang, S.; Kang, X.; Zhang, H.; Song, M.",Episodic Projection Network for Out-of-Distribution Detection in Few-shot Learning,2022,Proceedings - International Conference on Pattern Recognition,3,10.1109/ICPR56361.2022.9956184,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143593656&doi=10.1109%2FICPR56361.2022.9956184&partnerID=40&md5=dd811db6f0ba2eac46202b6e1f50f8d4,"The increasing demands of safety-critical computer vision applications have attracted extensive research on Out-of-Distribution (OOD) detection in recent years. Nevertheless, a large proportion of real-world tasks are in low-data regime, and the gap between meta-learning paradigm and OOD detection mechanism causes low performance in few-shot settings. In order to bridge the gap, we first propose an simple yet effective Episodic Projection Scheme (EPS). EPS is designed to project feature vectors to task-specific feature space for OOD detection, without sacrificing generalization of few-shot models. We then construct a multi-modal representation space for few-shot OOD detection by employing representations of the labels and their synonyms. At last, we put forward a few-shot OOD detection framework named Episodic Projection Network (EPN), which can integrate many kinds of perturbation based OOD algorithms with ease. To verify effectiveness of the proposed scheme, we implement several OOD algorithms into EPN and conduct experiments on two few-shot classification datasets, i.e., Omniglot and mini-ImageNet. Experimental results demonstrate that accuracy has been increased by 5% by integrating the OOD algorithms into the EPN framework. © 2022 Elsevier B.V., All rights reserved.",,Conference paper,no,yes,no,yes,no,yes
