Title,Publication Title,DOI,Authors,Year,Link,Type,read,Repeated,ACM,SCOPUS,IEEE,WOS
Uncertainty-Guided Source-Free Domain Adaptation,Computer Vision – ECCV 2022,10.1007/978-3-031-19806-9_31,Subhankar RoyMartin TrappAndrea PilzerJuho KannalaNicu SebeElisa RicciArno Solin,2022,https://link.springer.com/chapter/10.1007/978-3-031-19806-9_31,Conference paper,yes,moved,no,no,no,no
Property-driven localization and characterization in deep molecular representations,Scientific Reports,10.1038/s41598-025-09717-1,Celia CintasPayel DasJerret RossBrian BelgodereGirmaw Abebe TadesseVijil ChenthamarakshanJannis BornSkyler Speakman,2025,https://link.springer.com/article/10.1038/s41598-025-09717-1,Article,,removed,no,no,no,no
Protein sequence modelling with Bayesian flow networks,Nature Communications,10.1038/s41467-025-58250-2,Timothy AtkinsonThomas D. BarrettScott CameronBora GulogluMatthew GreenigCharlie B. TanLouis RobinsonAlex GravesLiviu CopoiuAlexandre Laterre,2025,https://link.springer.com/article/10.1038/s41467-025-58250-2,Article,,removed,no,no,no,no
Uncertainty-Guided Test-Time Training for&#xa0;Face Forgery Detection,Pattern Recognition,10.1007/978-3-031-47637-2_20,Shenyuan HuangHuaibo HuangZi WangNan XuAihua ZhengRan He,2023,https://link.springer.com/chapter/10.1007/978-3-031-47637-2_20,Conference paper,yes,moved,no,no,no,no
Uncertainty-informed deep learning models enable high-confidence predictions for digital histopathology,Nature Communications,10.1038/s41467-022-34025-x,James M. DolezalAndrew SrisuwananukornDmitry KarpeyevSiddhi RameshSara KochannyBrittany CodyAaron S. MansfieldSagar RakshitRadhika BansalMelanie C. BoisAaron O. BungumJefree J. SchulteEverett E. VokesMarina Chiara GarassinoAliya N. HusainAlexander T. Pearson,2022,https://link.springer.com/article/10.1038/s41467-022-34025-x,Article,yes,moved,no,no,no,yes
PVEMLPTS: design of an efficient psoriasis and vitiligo detection model through enhanced machine learning and personalized treatment strategies,International Journal of Information Technology,10.1007/s41870-024-02258-2,Dasari Anantha ReddySwarup RoySanjay KumarRakesh TripathiNeel Prabha,2024,https://link.springer.com/article/10.1007/s41870-024-02258-2,Article,,removed,no,no,no,no
Quantifying artificial intelligence through algorithmic generalization,Nature Machine Intelligence,10.1038/s42256-025-01092-w,Takuya ItoMurray CampbellLior HoreshTim KlingerParikshit Ram,2025,https://link.springer.com/article/10.1038/s42256-025-01092-w,Article,,removed,no,no,no,no
Quantifying Assurance in Learning-Enabled Systems,"Computer Safety, Reliability, and Security",10.1007/978-3-030-54549-9_18,Erfan AsaadiEwen DenneyGanesh Pai,2020,https://link.springer.com/chapter/10.1007/978-3-030-54549-9_18,Conference paper,,removed,no,no,no,no
Quantifying Epistemic Uncertainty in&#xa0;Absolute Pose Regression,Image Analysis,10.1007/978-3-031-95918-9_13,Fereidoon ZangenehAmit DekelAlessandro PieropanPatric Jensfelt,2025,https://link.springer.com/chapter/10.1007/978-3-031-95918-9_13,Conference paper,,removed,no,no,no,no
"Quantifying the&#xa0;Trade-Offs Between Dimensions of&#xa0;Trustworthy AI - An Empirical Study on&#xa0;Fairness, Explainability, Privacy, and&#xa0;Robustness",KI 2024: Advances in Artificial Intelligence,10.1007/978-3-031-70893-0_10,Nils KemmerzellAnnika Schreiner,2024,https://link.springer.com/chapter/10.1007/978-3-031-70893-0_10,Conference paper,,removed,no,no,no,no
Quantized Prompt for&#xa0;Efficient Generalization of&#xa0;Vision-Language Models,Computer Vision – ECCV 2024,10.1007/978-3-031-72655-2_4,Tianxiang HaoXiaohan DingJuexiao FengYuhong YangHui ChenGuiguang Ding,2025,https://link.springer.com/chapter/10.1007/978-3-031-72655-2_4,Conference paper,,removed,no,no,no,no
Quantum Federated Learning for Wireless Communications,Federated Learning for IoT Applications,10.1007/978-3-030-85559-8_14,R. M. PujahariAkshit Tanwar,2022,https://link.springer.com/chapter/10.1007/978-3-030-85559-8_14,Chapter,,removed,no,no,no,no
R3DS: Reality-Linked 3D Scenes for&#xa0;Panoramic Scene Understanding,Computer Vision – ECCV 2024,10.1007/978-3-031-73036-8_26,Qirui WuSonia RaychaudhuriDaniel RitchieManolis SavvaAngel X. Chang,2025,https://link.springer.com/chapter/10.1007/978-3-031-73036-8_26,Conference paper,,removed,no,no,no,no
Ramifications of incorrect image segmentations; emphasizing on the potential effects on deep learning methods failure,Journal of Big Data,10.1186/s40537-022-00624-0,Hayat Al-Dmour,2022,https://link.springer.com/article/10.1186/s40537-022-00624-0,Article,,removed,no,no,no,no
Understanding Silent Failures in&#xa0;Medical Image Classification,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023,10.1007/978-3-031-43898-1_39,Till J. BungertLevin KobelkePaul F. Jäger,2023,https://link.springer.com/chapter/10.1007/978-3-031-43898-1_39,Conference paper,yes,moved,no,no,no,no
Re-assessing accuracy degradation: a framework for understanding DNN behavior on similar-but-non-identical test datasets,Machine Learning,10.1007/s10994-024-06693-x,Esla Timothy AnzakuHaohan WangAjiboye BabalolaArnout Van MessemWesley De Neve,2025,https://link.springer.com/article/10.1007/s10994-024-06693-x,Article,,removed,no,no,no,no
Realistic Skin Image Data Generation Leveraging Conditional GAN and&#xa0;Classification Using Deep CNN,Recent Trends in Image Processing and Pattern Recognition,10.1007/978-3-031-53085-2_15,Jinaga TulasiramBalaji BanothuS. Nickolas,2024,https://link.springer.com/chapter/10.1007/978-3-031-53085-2_15,Conference paper,,removed,no,no,no,no
Recent advances and challenges in task-oriented dialog systems,Science China Technological Sciences,10.1007/s11431-020-1692-3,Zheng ZhangRyuichi TakanobuQi ZhuMinLie HuangXiaoYan Zhu,2020,https://link.springer.com/article/10.1007/s11431-020-1692-3,Article,,removed,no,no,no,no
Understanding the&#xa0;Properties and&#xa0;Limitations of&#xa0;Contrastive Learning for&#xa0;Out-of-Distribution Detection,"Pattern Recognition, Computer Vision, and Image Processing. ICPR 2022 International Workshops and Challenges",10.1007/978-3-031-37660-3_23,Nawid KeshtmandRaul Santos-RodriguezJonathan Lawry,2023,https://link.springer.com/chapter/10.1007/978-3-031-37660-3_23,Conference paper,yes,moved,no,no,no,no
ReDiT: re-evaluating large visual question answering model confidence by defining input scenario difficulty and applying temperature mapping,Multimedia Systems,10.1007/s00530-024-01629-w,Modafar Al-ShouhaGábor Szűcs,2025,https://link.springer.com/article/10.1007/s00530-024-01629-w,Article,,removed,no,no,no,no
Reducing classifier overconfidence against adversaries through graph algorithms,Machine Learning,10.1007/s10994-023-06307-y,Leonardo TeixeiraBrian JalaianBruno Ribeiro,2023,https://link.springer.com/article/10.1007/s10994-023-06307-y,Article,,removed,no,no,no,no
